id,depression
828763412,0.19937894566917888
2009293273,0.11284334994767725
360753013,0.09245523776480803
321912830,0.11617537166218421
1090960107,0.314888273562348
1107396025,0.0970159603689095
1128632639,0.052648082454733125
1633339737,0.6197834627029972
326100448,0.0886429830362713
1517345440,0.040652630563428306
1676536859,0.10253689806960697
1467100908,0.07901723267845423
1697548081,0.09962303125308533
292594650,0.13768290052978316
318104561,0.23841321515800612
1766958173,0.15148099147805405
486063892,0.16402344437001987
834920392,0.16058170827281024
1469882886,0.14059488663955935
622197092,0.15537325585255243
759549858,0.07820627820491131
1152305047,0.0750967208874463
905165884,0.32786454362708056
227399453,0.13615505311055956
936156493,0.19707549195283858
1263364682,0.17036755443553392
1469618247,0.0347605151666097
928360618,0.10743286779593714
2035126941,0.0902719527168197
1505465539,0.07846529252391334
2145234908,0.20650182488202873
1157519612,0.2084274706879955
1582685542,0.16773182965275502
1891608297,0.1786728884145884
1018517321,0.12873790320286033
1925430670,0.15331158214859258
1830474941,0.08556185119321862
1097575087,0.14544800627473672
208918506,0.15954080368323528
1612101096,0.09134333554922724
959319001,0.5000888774759572
663537819,0.11290410313449611
1116393342,0.10851512800974157
1252911512,0.2924997508542106
2048561489,0.08434849668690482
512161194,0.19937396200165566
126726892,0.09953163062263412
980007027,0.21323268175882107
1178635740,0.2987097243189428
478600443,0.37223210509780935
324462329,0.20750060071854382
1164751526,0.12861565752018841
1971243519,0.17254495353963673
1880622160,0.09493455399094111
64210479,0.1631300586345529
2036000433,0.15277141705406802
874885581,0.3361305517356275
1862406404,0.10585727947261744
456767460,0.0916674272392973
657359280,0.13828723354697112
1250156724,0.2320126672874688
2092731631,0.1884971524846427
2036316161,0.23491366546669748
56287870,0.16641744722243124
1504260188,0.251924800971658
421870289,0.13779066183825261
1802871101,0.07504828464147019
301500989,0.09158980519760504
1676714752,0.36418019514244127
645235691,0.06625159140093957
1350546597,0.08193649408134274
1005495938,0.25437226654483347
1858263086,0.07349537883014674
524332077,0.19219338432069166
1847107821,0.1475896261726476
1386313344,0.44322522024735045
340636034,0.23964645165560378
1613756840,0.49101425149479516
1027921884,0.04117822314256785
413595098,0.2959582961666507
1388129947,0.05468281629721619
1436079848,0.08045010761365536
43303565,0.19625139253502177
320183413,0.2268844058869365
1704708988,0.09999527328076066
369770690,0.135149179707633
1198953563,0.2774562981523205
1893745569,0.11552005698272862
1180672293,0.16621844710181935
1572114366,0.07103927522290449
2065083495,0.37981558537094934
1059376962,0.13251335521845042
409962812,0.03652373348683133
1787287423,0.2591939650496213
1443276368,0.32813109294829634
868866252,0.35246581615420275
1763696969,0.20993383941106017
1115489776,0.16464033338208972
1516944625,0.040142718619854544
834328391,0.19077625281972288
293848412,0.22908023521714058
621240700,0.34185555522877226
1269057482,0.172552990526939
1137678207,0.2329528253140057
1169025313,0.2195679754834752
2076178481,0.24335081632111
242207798,0.11367671768008357
682358284,0.3047301999207736
783266545,0.10362569133530738
1191502069,0.21817048890811194
291819066,0.27653643228867375
1128215740,0.27771203959432816
422079984,0.049988579742636714
589667497,0.1784638078396157
1927716088,0.1242613315793125
1822983720,0.2466125785484364
1501807253,0.09807179456112157
1502985298,0.30313207073796766
1026875684,0.2122165801113304
2003424933,0.07708338121526
820966293,0.07928744834665853
1453637555,0.14978340248269542
1683943007,0.2304983649779938
830402490,0.03837122080949696
988659014,0.20621257172831647
1474268084,0.18033651289347818
1805293925,0.09197756338148104
1839935483,0.2376022071994223
582129250,0.15479562555755844
1786945583,0.07003364373785775
497194570,0.1445871024531707
606186857,0.10017224790068927
66121021,0.03987555498715646
1159645433,0.20731212543504238
957803976,0.2355206660400267
119394310,0.16964287246200752
1316996219,0.03774440533598471
745251910,0.15751262850268533
1270586424,0.14294846177437281
1618993817,0.03930922226309077
66079867,0.05068730425212396
459728766,0.1361499157387426
2068686698,0.11393337350495095
508468803,0.135119324709287
617585715,0.10138883433954804
156863044,0.13634790335750396
86813290,0.09280654789767154
1524669263,0.226025682411435
1107021317,0.07881626061866402
1522073298,0.1971998605819838
1142816558,0.2615610432838487
1068484209,0.07932582403504164
2029099702,0.19040368085627576
1261864740,0.19501669715691644
1070980785,0.11552094804316973
125103762,0.14177747180820874
791196742,0.08334294865051066
903273115,0.3101883812495403
1255991324,0.19861500681472233
282585370,0.09196888242551296
155041284,0.12290058592558724
1284347322,0.03974241365799809
1330955857,0.25900973838097896
1792258031,0.24061392494902567
1242712290,0.22452175810832892
512937330,0.16168949548175665
2014877183,0.1483697180217633
1321110577,0.13501008423795657
49476885,0.1397631991623887
240824161,0.04742153327294023
123241349,0.20606646073897433
995080172,0.1559804414911749
726530115,0.12342097426453671
2132313254,0.32602025975485044
710513062,0.191496598236789
982628459,0.10850798241528971
554922519,0.289941364460925
416066366,0.2665017613821254
897887849,0.15175119447493007
1288235658,0.1877591378440168
465670562,0.16169473659387676
667013194,0.1729478749665855
1763486611,0.31648966819384655
559898985,0.20956050793356185
299213117,0.23824099568045887
1756032648,0.23819303072635203
1942004014,0.14087714529306467
50787983,0.09810932783548773
102538663,0.16910988966808868
240157309,0.183113584205071
743749216,0.15716881415612963
1252643327,0.14805977191306938
551467213,0.11630179356752755
508414281,0.12833083680910085
1486074576,0.23695339804159857
508791472,0.07301532645213613
874939009,0.11370371228926736
1653585308,0.12372960768652085
1850865910,0.3566518275711955
504284169,0.21577320383595197
2101545740,0.15555628701112764
488678133,0.19646404598592962
1593159448,0.262285006146161
2013959173,0.11333372758089148
1584102958,0.04312071943190715
1442774953,0.1277861487224253
191731714,0.07717590353065616
1087099542,0.036456077934428406
1468571023,0.04678398774064533
142903475,0.18295834306532194
1383135351,0.2921287873611044
1074060526,0.08540861180753449
860729530,0.2935771147277017
1480513374,0.13363708734316615
1953537612,0.1919432387439345
2094321647,0.06828061999651794
1467062277,0.23618026922805138
2029880606,0.047484684240795556
1291059191,0.08511925301461896
194093477,0.15929330342412343
2047734927,0.04199591251240884
518964432,0.09831309484139457
1965675462,0.22882771817747893
1586476217,0.22498011314694555
1913862400,0.15694974532351474
886961608,0.07807757912322101
1774190080,0.1271405524411089
1345694269,0.07892721133927875
1137606836,0.21391402357512387
897858599,0.27732892393174124
80450235,0.18499448144315395
632663135,0.1871404683276203
1604559959,0.1495635465874726
152079903,0.24049173173541064
1064756196,0.04237296301086488
1281604220,0.432739381539414
21485734,0.17230932208494454
69370529,0.24345015956378152
569880200,0.27180960255349057
822674995,0.10882814388608743
756529367,0.03707818996798594
972939593,0.12942283886378558
1046935979,0.2721511181496571
1854728910,0.086941917266992
925331976,0.18528313551281303
1449521553,0.05147691983858646
391151994,0.170780630192361
1340633582,0.2195425100710658
795709137,0.15281322163376237
1089600182,0.22709448018279257
1390581888,0.4504113970132854
789486133,0.22270612212315224
1268356083,0.09822441925783125
798860152,0.22414105893692013
1030193732,0.09167511948696125
1127919549,0.1733764002259497
2059771894,0.20149992596147878
2019879723,0.25113918913941363
1797569985,0.048025484980887274
555271573,0.22156600549905306
1924666500,0.184904081776272
830138199,0.2925784473612297
849343215,0.05059286575359888
291499146,0.32535597899280283
89255637,0.07511166002410104
1533313379,0.07356287214654401
1804669226,0.10553993450373034
1700783804,0.1224501929035481
2005932853,0.3676110776636579
1630777366,0.2910063209857219
688658146,0.14366277526884547
1976539527,0.21560948730158142
79134780,0.14624106338278253
1480642373,0.1660060900474455
93318415,0.16734945815361837
1623976131,0.24307885236462407
1269407743,0.0965379076303941
588577134,0.0822720242845909
1983622687,0.20149992596147878
1165405741,0.17312554474769645
458856384,0.1769917395765213
652070016,0.22343098744187315
1384265841,0.22660253000618052
1292238244,0.7138292682785868
1233898625,0.5704271312793189
1687651480,0.15015508520813137
610546612,0.14808144588677943
1474662241,0.08725502655089504
1418099662,0.14069104345736086
